,Date,Open,High,Low,Close,Volume
0,2003-05-12,39.61000061035156,39.900001525878906,38.45000076293945,39.25,1440942
1,2003-05-13,38.86000061035156,39.79999923706055,38.150001525878906,39.06999969482422,4491174
2,2003-05-14,39.09000015258789,39.900001525878906,38.900001525878906,39.0,2253627
3,2003-05-15,38.5,38.5,35.75,37.20000076293945,2918788
4,2003-05-16,37.25,37.25,35.95000076293945,36.400001525878906,2398916
5,2003-05-19,36.0,36.29999923706055,35.0,35.15999984741211,1109685
6,2003-05-20,35.099998474121094,36.400001525878906,35.04999923706055,35.68000030517578,2277388
7,2003-05-21,35.75,35.959999084472656,34.79999923706055,35.959999084472656,3130266
8,2003-05-22,36.400001525878906,36.900001525878906,36.04999923706055,36.52000045776367,2448229
9,2003-05-23,36.900001525878906,36.900001525878906,35.599998474121094,35.79999923706055,938806
10,2003-05-26,35.599998474121094,36.290000915527344,35.529998779296875,35.849998474121094,430627
11,2003-05-27,35.849998474121094,36.099998474121094,34.86000061035156,35.86000061035156,1388768
12,2003-05-28,36.25,36.68000030517578,35.25,36.36000061035156,2056992
13,2003-05-29,36.33000183105469,37.400001525878906,36.0099983215332,37.04999923706055,791352
14,2003-05-30,36.689998626708984,37.900001525878906,36.689998626708984,37.810001373291016,1538029
15,2003-06-02,38.400001525878906,38.880001068115234,38.0,38.880001068115234,930536
16,2003-06-03,38.689998626708984,38.689998626708984,37.86000061035156,38.599998474121094,706195
17,2003-06-04,38.29999923706055,38.900001525878906,37.900001525878906,38.470001220703125,1397171
18,2003-06-05,38.52000045776367,38.95000076293945,37.790000915527344,38.43000030517578,1269722
19,2003-06-06,38.790000915527344,40.189998626708984,38.790000915527344,40.150001525878906,1252866
20,2003-06-09,39.779998779296875,40.0,39.40999984741211,39.5,446227
21,2003-06-10,39.5,40.099998474121094,39.25,40.029998779296875,836217
22,2003-06-11,40.0,41.18000030517578,39.939998626708984,40.79999923706055,2157023
23,2003-06-12,41.0,42.09000015258789,40.900001525878906,41.79999923706055,4149881
24,2003-06-13,41.400001525878906,41.88999938964844,40.959999084472656,41.150001525878906,1491608
25,2003-06-16,41.0,42.09000015258789,40.779998779296875,41.79999923706055,795822
26,2003-06-17,42.68000030517578,44.27000045776367,42.68000030517578,44.189998626708984,2625765
27,2003-06-18,44.599998474121094,45.13999938964844,44.2400016784668,44.599998474121094,1670204
28,2003-06-19,44.61000061035156,45.25,43.599998474121094,43.619998931884766,2263689
29,2003-06-20,43.400001525878906,44.900001525878906,43.400001525878906,44.47999954223633,1764231
30,2003-06-23,44.310001373291016,44.310001373291016,43.52000045776367,43.7599983215332,1153410
31,2003-06-24,43.29999923706055,43.5099983215332,42.31999969482422,42.869998931884766,2501157
32,2003-06-25,43.2599983215332,44.38999938964844,42.95000076293945,43.25,1815111
33,2003-06-26,43.150001525878906,44.97999954223633,42.86000061035156,44.70000076293945,1365167
34,2003-06-27,45.099998474121094,46.470001220703125,45.04999923706055,45.06999969482422,2431146
35,2003-06-30,45.5,46.470001220703125,45.20000076293945,46.040000915527344,1513916
36,2003-07-01,46.099998474121094,46.27000045776367,44.0099983215332,44.20000076293945,1940050
37,2003-07-02,45.5,47.0,45.220001220703125,46.779998779296875,2216809
38,2003-07-03,47.79999923706055,48.0,47.099998474121094,47.790000915527344,2576959
39,2003-07-04,47.709999084472656,47.7599983215332,47.349998474121094,47.54999923706055,729815
40,2003-07-07,48.5,49.900001525878906,48.099998474121094,49.869998931884766,1676123
41,2003-07-08,49.88999938964844,49.88999938964844,48.310001373291016,48.63999938964844,1581471
42,2003-07-09,48.86000061035156,48.9900016784668,47.029998779296875,47.06999969482422,1957811
43,2003-07-10,47.099998474121094,47.70000076293945,46.650001525878906,47.0,964212
44,2003-07-11,46.45000076293945,48.52000045776367,46.099998474121094,48.290000915527344,1006934
45,2003-07-14,48.34000015258789,49.790000915527344,48.34000015258789,49.25,799459
46,2003-07-15,48.52000045776367,49.029998779296875,48.36000061035156,48.939998626708984,695306
47,2003-07-16,48.5,49.0,47.599998474121094,47.810001373291016,938733
